Male,Female,Unknown,Inflow,Outflow,Customer,Subscriber,age1020,age2130,age3140,age4150,age5160,age6170,age7180,age8190
296109,77928,330894,704929,704929,330902,374027,1707,118538,134920,69653,38209,9874,801,52
